1a. State,1b. LEA or entity name,1c. LEA ID,1f. City,2c. Fleet operator 1,2c. Fleet operator 2,3a. Number of ESBs committed ,3n. Current status of bus,3o. Batch,3p. Quarter awarded,3q. Quarter ordered,3r. Quarter delivered,3s. Quarter first operating,3t. Bus OEM,3u. Electric powertrain manufacturer,3v. Model,3w. Type,3x. Dealer,3y. Multiple funding sources used?,3z. Funding source 1,3aa. Agency administering funds 1,3z. Funding source 2,3aa. Agency administering funds 2,3z. Funding source 3,3aa. Agency administering funds 3,3z. Funding source 4,3aa. Agency administering funds 4,3ab. Dollar amount toward bus,3ac. Charging company,3ad. Charging funding source,3ae. Dollar amount toward charger
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q2,2021 Q1,2023 Q2,2023 Q2,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$415,306 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q2,2021 Q1,2023 Q2,2023 Q2,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$415,306 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q2,2021 Q1,2023 Q2,2023 Q2,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$415,306 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q2,2021 Q1,2023 Q2,2023 Q2,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$415,306 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q2,2021 Q1,2023 Q2,2023 Q2,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$415,306 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q2,2021 Q1,2023 Q2,2023 Q2,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$415,306 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q2,2021 Q1,2023 Q2,2023 Q2,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$415,306 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q2,2021 Q1,2023 Q2,2023 Q2,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$415,306 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q3,2020 Q3,2021 Q1,2022 Q4,Blue Bird,,All American RE,D,A-Z Bus Sales,No,VW Settlement,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q3,2020 Q3,2021 Q1,2022 Q4,Blue Bird,,All American RE,D,A-Z Bus Sales,No,VW Settlement,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q3,2020 Q3,2021 Q1,2022 Q4,Blue Bird,,All American RE,D,A-Z Bus Sales,No,VW Settlement,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q3,2020 Q3,2021 Q1,2022 Q4,Blue Bird,,All American RE,D,A-Z Bus Sales,No,VW Settlement,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q3,2020 Q3,2021 Q1,2022 Q4,Blue Bird,,All American RE,D,A-Z Bus Sales,No,VW Settlement,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q3,2020 Q3,2021 Q1,2022 Q4,Blue Bird,,All American RE,D,A-Z Bus Sales,No,VW Settlement,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,
CALIFORNIA,Orange Unified,0628650,Orange,,,56,Operating,1,2020 Q3,2020 Q3,2021 Q1,2022 Q4,Blue Bird,,All American RE,D,A-Z Bus Sales,No,VW Settlement,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,Vision Electric,C,,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Oroville Union High,0629130,Oroville,,,7,Operating,1,2017 Q3,2017 Q4,2019 Q3,2019 Q4,Lion Electric,,,C,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,"$5,000 "
CALIFORNIA,Oroville Union High,0629130,Oroville,,,7,Operating,2,2018 Q3,2018 Q4,2020 Q3,2020 Q4,,,,,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,"$5,000 "
CALIFORNIA,Oroville Union High,0629130,Oroville,,,7,Operating,2,2018 Q3,2018 Q4,2020 Q3,2020 Q4,,,,,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,"$5,000 "
CALIFORNIA,Oroville Union High,0629130,Oroville,,,7,Operating,3,2019 Q3,2020 Q2,2020 Q4,2021 Q1,,,,D,,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$272,009",,,"$60,000"
CALIFORNIA,Oroville Union High,0629130,Oroville,,,7,Operating,3,2019 Q3,2020 Q2,2020 Q4,2021 Q1,,,,D,,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$272,009",,,"$60,000"
CALIFORNIA,Oroville Union High,0629130,Oroville,,,7,Operating,4,2020 Q2,2021 Q1,2022 Q2,2022 Q3,,,,,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",,,"$5,000 "
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Oxnard Union High,0629270,Oxnard,,,3,Operating,1,2019 Q3,2020 Q2,2021 Q4,2022 Q1,Blue Bird,Cummins,,D,A-Z Bus Sales,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$272,009",,,"$60,000"
CALIFORNIA,Oxnard Union High,0629270,Oxnard,,,3,Operating,1,2019 Q3,2020 Q2,2021 Q4,2022 Q1,Blue Bird,Cummins,,D,A-Z Bus Sales,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$272,009",,,"$60,000"
CALIFORNIA,Oxnard Union High,0629270,Oxnard,,,3,Operating,1,2019 Q3,2020 Q2,2021 Q4,2022 Q1,Blue Bird,Cummins,,D,A-Z Bus Sales,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$272,009",,,"$60,000"
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$198,000",,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Pajaro Valley Unified,0629490,Watsonville,,,11,Operating,1,2019 Q3,2020 Q2,2024 Q1,2024 Q1,,,,A,,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$233,424",,,"$60,000"
CALIFORNIA,Pajaro Valley Unified,0629490,Watsonville,,,11,Operating,1,2019 Q3,2020 Q2,2024 Q1,2024 Q1,,,,A,,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$233,424",,,"$60,000"
CALIFORNIA,Pajaro Valley Unified,0629490,Watsonville,,,11,Operating,1,2019 Q3,2020 Q2,2024 Q1,2024 Q1,,,,A,,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$233,424",,,"$60,000"
CALIFORNIA,Pajaro Valley Unified,0629490,Watsonville,,,11,Operating,1,2019 Q3,2020 Q2,2024 Q1,2024 Q1,Lion Electric,,LionA,A,,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,,,,"$60,000"
CALIFORNIA,Pajaro Valley Unified,0629490,Watsonville,,,11,Operating,1,2019 Q3,2019 Q4,2024 Q1,2024 Q1,Lion Electric,,LionD,D,,Yes,School Bus Replacement Program,California Energy Commission (CEC),California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,,"$60,000"
CALIFORNIA,Pajaro Valley Unified,0629490,Watsonville,,,11,Operating,1,2019 Q3,2020 Q2,2024 Q1,2024 Q1,,,,D,,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$272,009",,,"$60,000"
CALIFORNIA,Pajaro Valley Unified,0629490,Watsonville,,,11,Operating,1,2019 Q3,2020 Q2,2024 Q1,2024 Q1,,,,D,,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$272,009",,,"$60,000"
CALIFORNIA,Pajaro Valley Unified,0629490,Watsonville,,,11,Operating,1,2019 Q3,2020 Q2,2024 Q1,2024 Q1,,,,D,,No,School Bus Replacement Program,California Energy Commission (CEC),,,,,,,"$272,009",,,"$60,000"
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Palermo Union Elementary,0629540,Palermo,,,7,Operating,1,2018 Q3,2018 Q4,2020 Q3,2020 Q4,Lion Electric,,LionC,C,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",AMPLY Power (bp pulse),Butte County Air Quality Management District and PG&E,"$14,221"
CALIFORNIA,Palermo Union Elementary,0629540,Palermo,,,7,Operating,1,2018 Q3,2018 Q4,2020 Q3,2020 Q4,Lion Electric,,LionC,C,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",AMPLY Power (bp pulse),Butte County Air Quality Management District and PG&E,"$14,221"
CALIFORNIA,Palermo Union Elementary,0629540,Palermo,,,7,Operating,1,2018 Q3,2018 Q4,2020 Q3,2020 Q4,Lion Electric,,LionC,C,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",AMPLY Power (bp pulse),Butte County Air Quality Management District and PG&E,"$14,221"
CALIFORNIA,Palermo Union Elementary,0629540,Palermo,,,7,Operating,2,2020 Q1,2020 Q4,2020 Q4,2020 Q4,Lion Electric,,LionC,C,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",AMPLY Power (bp pulse),Butte County Air Quality Management District and PG&E,"$14,221"
CALIFORNIA,Palermo Union Elementary,0629540,Palermo,,,7,Operating,2,2020 Q2,2020 Q4,2020 Q4,2020 Q4,Lion Electric,,LionC,C,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",AMPLY Power (bp pulse),Butte County Air Quality Management District and PG&E,"$14,221"
CALIFORNIA,Palermo Union Elementary,0629540,Palermo,,,7,Operating,2,2020 Q3,2021 Q2,2022 Q3,2022 Q4,Blue Bird,,,A,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,"$400,000 ",AMPLY Power (bp pulse),Butte County Air Quality Management District and PG&E,"$14,221"
CALIFORNIA,Palermo Union Elementary,0629540,Palermo,,,7,Operating,3,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Rural School Bus Pilot Project,California Air Resources Board (CARB),,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Palo Alto Unified,0629610,Palo Alto,,,1,Operating,1,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,Community Air Protection Incentive Project,California Air Resources Board (CARB),,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
CALIFORNIA,Los Angeles Unified,0622710,Los Angeles,,,321,Ordered,5,2023 Q2,2024 Q1,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,,,,,,,,,,,,
